"","customerID","tenure","MonthlyCharges","TotalCharges","Churn","Gender_Female","SeniorCitizen_0","Partner_Yes","Dependents_No","PhoneService_No","MultipleLines_No","InternetService_DSL","InternetService_Fiberoptic","OnlineSecurity_No","Online_Backup_Yes","DeviceProtection_No","TechSupport_No","tv_No","Movies_No","Contract_Monthtomonth","Contract_Oneyear","PaperLessBilling_Yes","PaymentMethod_Electroniccheck","PaymentMethod_Mailedcheck","PaymentMethod_Banktransfer_automatic"
"3941","1559-DTODC",19,25.15,468.35,"No",0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
"3944","8720-RQSBJ",1,44,44,"No",0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"3956","6704-UTUKK",29,45.9,1332.4,"No",0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
"3957","4587-VVTOX",6,105.3,545.2,"Yes",1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"3962","7421-ZLUPA",8,29.25,226.95,"No",1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"3975","9592-ERDKV",37,79.25,2911.8,"No",0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"3977","5261-QSHQM",4,24.45,86.6,"Yes",1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"3979","0432-CAJZV",3,90.7,237.65,"No",0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
"3980","7008-LZVOZ",66,25.3,1672.35,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3981","8868-WOZGU",28,105.7,2979.5,"Yes",0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"3989","6194-HBGQN",51,81.15,4126.2,"No",0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"3992","1731-TVIUK",4,93.5,362.2,"Yes",1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0
"4004","0582-AVCLN",38,20.3,743.05,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4005","5803-NQJZO",72,67.8,4804.65,"No",0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
"4010","4006-HKYHO",63,86.7,5309.5,"No",0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"4023","5863-OOKCL",10,18.85,163.2,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4025","1329-VHWNP",7,25.05,189.95,"No",1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"4027","0266-GMEAO",72,114.3,8058.55,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"4028","5590-YRFJT",20,24.45,482.8,"Yes",1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"4029","5574-NXZIU",63,109.2,7049.75,"No",0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"4037","4054-CUMIA",18,20.25,401.95,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4040","8161-QYMTT",7,94.1,701.3,"No",0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"4052","8152-VETUR",72,97.7,6869.7,"No",1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
"4053","9667-EQRXU",30,40.3,1172.95,"Yes",1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0
"4058","7980-MHFLQ",72,24.9,1859.2,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4071","0531-ZZJWQ",55,74,4052.4,"No",0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4073","2688-BHGOG",9,79.55,718.55,"No",0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"4075","0946-CLJTI",58,98.7,5812.6,"Yes",0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"4076","3160-TYXLT",53,46.3,2546.85,"No",0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1
"4077","1325-USMEC",70,99.35,6944.5,"No",0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
"4085","2777-PHDEI",1,78.05,78.05,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
"4088","3847-BAERP",10,20.9,247,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4100","6624-JDRDS",6,29.45,161.45,"No",1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
"4101","0608-JDVEC",50,19.8,1013.2,"No",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4106","5055-BRMNE",67,106.7,7009.5,"No",1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"4119","4826-TZEVA",40,74.8,2971.7,"No",1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"4121","9138-EFSMO",26,78.95,2034.25,"No",0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1
"4123","4632-XJMEX",53,62.85,3419.5,"No",0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0
"4124","8910-LEDAG",34,71.55,2427.35,"No",0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
"4125","3452-GWUIN",19,94.95,1760.25,"No",1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"4133","6834-NXDCA",13,23.9,300.8,"Yes",1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"4136","8670-MEFCP",36,92.9,3379.25,"No",1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"4148","3836-FZSDJ",71,24.85,1901,"No",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4149","9142-XMYJH",29,19.35,601.6,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4154","5214-CHIWJ",27,20.3,595.05,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4167","5917-RYRMG",32,19.8,587.7,"No",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4169","1194-BHJYC",61,62.15,3778.85,"No",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"4171","0906-QVPMS",72,115.15,8349.45,"No",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"4172","9025-ZRPVR",9,18.95,185.6,"Yes",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4173","1905-OEILC",1,19.5,19.5,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4181","5482-PLVPE",2,24.35,41.85,"Yes",1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"4184","6917-IAYHD",1,33.6,33.6,"No",0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0
"4196","1768-HNVGJ",45,70.05,3062.45,"No",1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
"4197","6963-KQYQB",70,24.05,1764.75,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4202","1166-PQLGG",72,19.55,1463.45,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4215","4228-ZGYUW",4,90.05,368.1,"Yes",0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"4217","2990-IAJSV",72,92,6632.75,"No",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"4219","9027-YFHQJ",7,25.05,152.95,"No",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"4220","5176-LDKUH",48,75.15,3772.65,"No",1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
"4221","4644-OBGFZ",55,19.5,1026.35,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4229","6416-TVAIH",1,68.5,68.5,"Yes",0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4232","7998-WNZEM",71,80.6,5708.2,"No",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"4244","9362-MWODR",40,64.1,2460.35,"No",1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"4245","9975-GPKZU",46,19.75,856.5,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4250","7919-ZODZZ",10,65.9,660.05,"No",1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
"4263","5485-WUYWF",2,66.4,94.55,"Yes",0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
"4265","8818-DOPVL",46,104.45,4863.85,"No",1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"4267","5445-PZWGX",62,102,6529.25,"Yes",0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
"4268","1227-UDMZR",72,91.15,6637.9,"No",1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"4269","5198-HQAEN",35,89.7,3165.6,"No",0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
"4277","1226-UDFZR",2,49.6,114.7,"Yes",1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"4280","8815-LMFLX",25,25.4,546.85,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"4292","2789-CZANW",64,110.3,6997.3,"No",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"4293","2091-RFFBA",31,73.9,2217.15,"Yes",1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4298","2192-OZITF",45,73.55,3349.1,"No",1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"4311","8908-NMQTX",72,65.6,4566.5,"No",0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"4313","1431-AIDJQ",33,82.1,2603.1,"No",0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"4315","4597-NUCQV",24,101.25,2440.15,"Yes",0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"4316","9019-QVLZD",1,79.55,79.55,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
"4317","8413-YNHNV",69,90.65,6322.1,"No",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"4325","6873-UDNLD",40,67.45,2731,"No",0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"4328","0958-YHXGP",7,69.9,497.3,"No",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"4340","6992-TKNYO",38,69,2669.45,"No",0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"4341","4468-YDOVK",5,48.65,235.2,"No",0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1
"4346","4302-ZYFEL",69,20.55,1403.1,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4359","6253-WRFHY",13,64.75,877.35,"No",0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0
"4361","2675-OTVVJ",31,89.45,2807.65,"No",0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0
"4363","8430-TWCBX",49,20.7,1032.05,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4364","5018-GWURO",56,85.6,4902.8,"No",1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
"4365","6741-QRLUP",63,80.3,4995.35,"No",1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"4373","4781-ZXYGU",1,20.15,20.15,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"4376","9896-UYMIE",66,114.3,7383.7,"No",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
"4388","5868-YTYKS",1,20.25,20.25,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4389","3525-DVKFN",17,19.4,358.05,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4394","2057-ZBLPD",21,86.5,1808.7,"Yes",1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"4407","3714-XPXBW",37,78.9,2976.95,"No",1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
"4409","2824-DXNKN",72,71.45,5025.85,"No",1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
"4411","0848-ZGQIJ",16,94.65,1461.15,"No",1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1
"4412","3621-CHYVB",57,49.9,2782.4,"No",1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
"4413","8042-RNLKO",66,25.45,1699.15,"No",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4421","1544-JJMYL",27,69.35,1927.3,"No",0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"4424","5951-AOFIH",33,66.4,2245.4,"No",0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
"4436","5453-AXEPF",17,80.5,1336.9,"No",0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
"4437","3639-XJHKQ",19,60.6,1297.8,"No",1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0
"4442","4825-FUREZ",42,20.25,835.5,"No",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4455","8410-BGQXN",4,19.4,93.4,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4457","1619-YWUBB",68,24.95,1614.9,"No",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4459","2037-SGXHH",38,94.65,3624.3,"Yes",0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0
"4460","3178-FESZO",1,100.25,100.25,"Yes",1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
"4461","0365-GXEZS",18,78.2,1468.75,"No",0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
"4469","7083-YNSKY",15,25.4,399.6,"Yes",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4472","2479-BRAMR",41,83.75,3273.55,"Yes",0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
"4484","3873-WOSBC",67,25.6,1784.9,"No",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4485","7465-ZZRVX",1,70.35,70.35,"No",0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4490","8259-DZLIZ",64,53.85,3399.85,"No",1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
"4503","1264-BYWMS",55,96.8,5283.95,"Yes",0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"4505","8327-WKMIE",37,20.15,785.75,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4507","5329-KRDTM",72,77.35,5396.25,"No",0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"4508","7797-EJMDP",8,66.05,574.5,"No",1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1
"4509","3530-VWVGU",22,19.9,400.3,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4517","4077-HWUYD",72,87.55,6463.15,"No",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
"4520","0103-CSITQ",57,109.4,6252.7,"No",1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
"4532","4910-AQFFX",9,79.35,661.25,"Yes",0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1
"4533","2154-KVJFF",15,79.75,1111.85,"Yes",1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"4538","1100-DDVRV",17,49.8,836.35,"No",0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0
"4551","4625-XMOYM",72,26.25,1988.05,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"4553","1385-TQOZW",9,20.45,147.55,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"4555","4329-YPDDQ",20,108.2,2203.7,"No",0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
"4556","4804-NCPET",19,20.2,387.4,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4557","3750-CKVKH",2,67.75,116.65,"Yes",0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4565","4877-EVATK",1,20,20,"Yes",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4568","2697-NQBPF",34,105.35,3540.65,"No",0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0
"4580","5650-YLIBA",31,81.15,2640.55,"No",0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"4581","0825-CPPQH",71,19.1,1372.45,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4586","1069-XAIEM",1,85.05,85.05,"Yes",1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"4599","4929-ROART",18,56.25,969.85,"No",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0
"4601","1741-WTPON",56,115.85,6567.9,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"4603","1240-HCBOH",67,26.1,1759.55,"No",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"4604","3594-KADLU",3,35.1,101.1,"No",0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0
"4605","8065-BVEPF",65,99.1,6496.15,"No",0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1
"4613","6723-CEGQI",65,45.25,2933.95,"No",1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
"4616","9499-XPZXM",72,64.75,4804.75,"No",1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1
"4628","3680-CTHUH",60,116.6,7049.5,"No",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
"4629","1202-KKGFU",12,54.2,690.5,"No",1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
"4634","1820-DJFPH",72,24.05,1709.15,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"4647","5032-MIYKT",1,70.7,70.7,"No",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"4649","9717-QEBGU",2,70.3,144,"No",0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4651","6509-TSGWN",37,26.45,911.6,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4652","3540-RZJYU",15,86.2,1270.2,"Yes",1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0
"4653","3178-CIFOT",23,19.65,478.1,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"4661","0883-EIBTI",2,19.5,31.55,"Yes",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4664","0722-TROQR",4,74.9,321.75,"Yes",1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4676","7486-KSRVI",43,100,4211.55,"Yes",0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
"4677","3011-WQKSZ",19,20,377.55,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"4682","9965-YOKZB",9,83.85,790.15,"Yes",0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"4695","0594-UFTUL",13,19.85,252,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"4697","9128-CPXKI",59,95.8,5655.45,"No",1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"4699","8166-ZZTFS",66,80.55,5265.1,"Yes",1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"4700","5855-EIBDE",49,106.65,5174.35,"No",1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"4701","5365-LLFYV",2,45.85,105.6,"No",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"4709","5181-OABFK",56,61.3,3346.8,"No",1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0
"4712","5871-DGTXZ",32,19.8,607.7,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4724","4274-OWWYO",1,74.35,74.35,"Yes",0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
"4725","5073-RZGBK",50,80.05,4042.2,"No",1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
"4730","6522-OIQSX",69,54.95,3772.5,"No",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
"4743","8544-JNBOX",72,20.8,1521.2,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"4745","6139-ZZRBQ",64,20.05,1198.05,"No",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"4747","0637-KVDLV",2,76.5,162.45,"Yes",0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"4748","8884-FEEWR",35,20.6,754,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4749","3125-RAHBV",22,20.3,467.15,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4757","9518-IMLHK",31,72.45,2156.25,"No",0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1
"4760","8740-CRYFY",1,78.95,78.95,"Yes",0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"4772","1678-FYZOW",3,79.4,244.65,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"4773","5795-BKOYE",69,59.1,4134.7,"No",1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1
"4778","7501-VTYLJ",2,51.55,106.2,"No",1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"4791","5216-WASFJ",31,84.85,2633.4,"No",1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"4793","7067-KSAZT",65,106.25,6979.8,"Yes",1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
"4795","0366-NQSHS",2,19.35,46.35,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4796","6532-YLWSI",53,20.8,1021.8,"Yes",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4797","3807-BPOMJ",55,94.75,5276.1,"No",1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0
"4805","5734-EJKXG",61,118.6,7365.7,"No",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
"4808","9695-IDRZR",34,116.15,3946.9,"No",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"4820","0607-DAAHE",53,19.75,1052.35,"Yes",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4821","5641-DMBFJ",58,84.3,4916.4,"No",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"4826","0921-OHLVP",22,83.05,1799.3,"No",0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
"4839","1360-XFJMR",67,109.7,7344.45,"No",1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
"4841","5730-RIITO",43,33.45,1500.25,"No",1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
"4843","5707-ORNDZ",9,54.55,494.05,"Yes",0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
"4844","0902-XKXPN",69,20.2,1376.5,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4845","5177-RVZNU",37,20.3,755.4,"No",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4853","7515-LODFU",69,20.3,1356.3,"No",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4856","0868-VJRDR",64,104.05,6605.55,"No",0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"4868","0899-LIIBW",34,100.85,3527.3,"No",0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
"4869","2568-OIADY",37,99.5,3762,"Yes",1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"4874","2320-YKQBO",7,19.3,144.95,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"4887","2673-ZALNP",7,19.9,173.15,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4889","4393-RYCRE",44,106.05,4510.8,"No",0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
"4891","3162-ZJZFU",53,92.55,4779.45,"No",0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0
"4892","8404-GFGCZ",4,65.6,250.1,"No",0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
"4893","8875-AKBYH",20,84.35,1745.2,"No",0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"4901","7137-RYLPP",37,85.7,3171.15,"Yes",0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
"4904","7330-WZLNC",5,90.8,455.5,"Yes",1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0
"4916","2436-QBZFP",22,39.2,849.9,"No",1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0
"4917","3420-YJLQT",2,79.55,151.75,"No",1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
"4922","0089-IIQKO",39,99.95,3767.4,"No",1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
